product;price;quantity;date;region
lapis morsel;$1.99;504;28-03-2018;south
lapis morsel;$1.99;564;28-03-2018;east
lapis morsel;$1.99;515;28-03-2018;west
pink morsel;$3.00;574;29-03-2018;north
pink morsel;$3.00;519;29-03-2018;south
pink morsel;$3.00;562;29-03-2018;east
pink morsel;$3.00;593;29-03-2018;west
gold morsel;$9.99;583;29-03-2018;north
gold morsel;$9.99;500;29-03-2018;south
gold morsel;$9.99;537;29-03-2018;east
gold morsel;$9.99;502;29-03-2018;west
magenta morsel;$2.50;514;29-03-2018;north
magenta morsel;$2.50;593;29-03-2018;south
magenta morsel;$2.50;547;29-03-2018;east
magenta morsel;$2.50;586;29-03-2018;west
chartreuse morsel;$3.00;504;29-03-2018;north
chartreuse morsel;$3.00;589;29-03-2018;south
chartreuse morsel;$3.00;582;29-03-2018;east
chartreuse morsel;$3.00;570;29-03-2018;west
periwinkle morsel;$1.25;598;29-03-2018;north
periwinkle morsel;$1.25;519;29-03-2018;south
periwinkle morsel;$1.25;544;29-03-2018;east
periwinkle morsel;$1.25;600;29-03-2018;west
vermilion morsel;$4.99;509;29-03-2018;north
vermilion morsel;$4.99;508;29-03-2018;south
vermilion morsel;$4.99;511;29-03-2018;east
vermilion morsel;$4.99;588;29-03-2018;west
lapis morsel;$1.99;581;29-03-2018;north
lapis morsel;$1.99;590;29-03-2018;south
lapis morsel;$1.99;587;29-03-2018;east
lapis morsel;$1.99;523;29-03-2018;west
pink morsel;$3.00;578;30-03-2018;north
pink morsel;$3.00;592;30-03-2018;south
pink morsel;$3.00;518;30-03-2018;east
pink morsel;$3.00;575;30-03-2018;west
gold morsel;$9.99;539;30-03-2018;north
gold morsel;$9.99;543;30-03-2018;south
gold morsel;$9.99;547;30-03-2018;east
gold morsel;$9.99;542;30-03-2018;west
magenta morsel;$2.50;539;30-03-2018;north
magenta morsel;$2.50;535;30-03-2018;south
magenta morsel;$2.50;548;30-03-2018;east
magenta morsel;$2.50;525;30-03-2018;west
chartreuse morsel;$3.00;543;30-03-2018;north
chartreuse morsel;$3.00;500;30-03-2018;south
chartreuse morsel;$3.00;500;30-03-2018;east
chartreuse morsel;$3.00;522;30-03-2018;west
periwinkle morsel;$1.25;578;30-03-2018;north
periwinkle morsel;$1.25;536;30-03-2018;south
periwinkle morsel;$1.25;544;30-03-2018;east
periwinkle morsel;$1.25;516;30-03-2018;west
vermilion morsel;$4.99;545;30-03-2018;north
vermilion morsel;$4.99;531;30-03-2018;south
vermilion morsel;$4.99;500;30-03-2018;east
vermilion morsel;$4.99;532;30-03-2018;west
lapis morsel;$1.99;523;30-03-2018;north
lapis morsel;$1.99;599;30-03-2018;south
lapis morsel;$1.99;560;30-03-2018;east
lapis morsel;$1.99;587;30-03-2018;west
pink morsel;$3.00;539;31-03-2018;north
pink morsel;$3.00;545;31-03-2018;south
pink morsel;$3.00;535;31-03-2018;east
pink morsel;$3.00;595;31-03-2018;west
gold morsel;$9.99;503;31-03-2018;north
gold morsel;$9.99;581;31-03-2018;south
gold morsel;$9.99;596;31-03-2018;east
gold morsel;$9.99;592;31-03-2018;west
magenta morsel;$2.50;580;31-03-2018;north
magenta morsel;$2.50;545;31-03-2018;south
magenta morsel;$2.50;522;31-03-2018;east
magenta morsel;$2.50;600;31-03-2018;west
chartreuse morsel;$3.00;573;31-03-2018;north
chartreuse morsel;$3.00;509;31-03-2018;south
chartreuse morsel;$3.00;586;31-03-2018;east
chartreuse morsel;$3.00;577;31-03-2018;west
periwinkle morsel;$1.25;584;31-03-2018;north
periwinkle morsel;$1.25;508;31-03-2018;south
periwinkle morsel;$1.25;542;31-03-2018;east
periwinkle morsel;$1.25;540;31-03-2018;west
vermilion morsel;$4.99;540;31-03-2018;north
vermilion morsel;$4.99;517;31-03-2018;south
vermilion morsel;$4.99;566;31-03-2018;east
vermilion morsel;$4.99;565;31-03-2018;west
lapis morsel;$1.99;540;31-03-2018;north
lapis morsel;$1.99;504;31-03-2018;south
lapis morsel;$1.99;544;31-03-2018;east
lapis morsel;$1.99;596;31-03-2018;west
pink morsel;$3.00;587;01-04-2018;north
pink morsel;$3.00;510;01-04-2018;south
pink morsel;$3.00;570;01-04-2018;east
pink morsel;$3.00;502;01-04-2018;west
gold morsel;$9.99;532;01-04-2018;north
gold morsel;$9.99;504;01-04-2018;south
gold morsel;$9.99;564;01-04-2018;east
gold morsel;$9.99;541;01-04-2018;west
magenta morsel;$2.50;508;01-04-2018;north
magenta morsel;$2.50;567;01-04-2018;south
magenta morsel;$2.50;553;01-04-2018;east
magenta morsel;$2.50;546;01-04-2018;west
chartreuse morsel;$3.00;525;01-04-2018;north
chartreuse morsel;$3.00;505;01-04-2018;south
chartreuse morsel;$3.00;548;01-04-2018;east
chartreuse morsel;$3.00;535;01-04-2018;west
periwinkle morsel;$1.25;586;01-04-2018;north
periwinkle morsel;$1.25;532;01-04-2018;south
periwinkle morsel;$1.25;581;01-04-2018;east
periwinkle morsel;$1.25;508;01-04-2018;west
vermilion morsel;$4.99;568;01-04-2018;north
vermilion morsel;$4.99;559;01-04-2018;south
vermilion morsel;$4.99;534;01-04-2018;east
vermilion morsel;$4.99;504;01-04-2018;west
lapis morsel;$1.99;600;01-04-2018;north
lapis morsel;$1.99;563;01-04-2018;south
lapis morsel;$1.99;567;01-04-2018;east
lapis morsel;$1.99;514;01-04-2018;west
pink morsel;$3.00;503;02-04-2018;north
pink morsel;$3.00;599;02-04-2018;south
pink morsel;$3.00;554;02-04-2018;east
pink morsel;$3.00;510;02-04-2018;west
gold morsel;$9.99;548;02-04-2018;north
gold morsel;$9.99;552;02-04-2018;south
gold morsel;$9.99;553;02-04-2018;east
gold morsel;$9.99;599;02-04-2018;west
magenta morsel;$2.50;543;02-04-2018;north
magenta morsel;$2.50;551;02-04-2018;south
magenta morsel;$2.50;523;02-04-2018;east
magenta morsel;$2.50;592;02-04-2018;west
chartreuse morsel;$3.00;509;02-04-2018;north
chartreuse morsel;$3.00;527;02-04-2018;south
chartreuse morsel;$3.00;550;02-04-2018;east
chartreuse morsel;$3.00;539;02-04-2018;west
periwinkle morsel;$1.25;580;02-04-2018;north
periwinkle morsel;$1.25;563;02-04-2018;south
periwinkle morsel;$1.25;527;02-04-2018;east
periwinkle morsel;$1.25;560;02-04-2018;west
vermilion morsel;$4.99;525;02-04-2018;north
vermilion morsel;$4.99;559;02-04-2018;south
vermilion morsel;$4.99;537;02-04-2018;east
vermilion morsel;$4.99;594;02-04-2018;west
lapis morsel;$1.99;518;02-04-2018;north
lapis morsel;$1.99;508;02-04-2018;south
lapis morsel;$1.99;514;02-04-2018;east
lapis morsel;$1.99;600;02-04-2018;west
pink morsel;$3.00;589;03-04-2018;north
pink morsel;$3.00;589;03-04-2018;south
pink morsel;$3.00;538;03-04-2018;east
pink morsel;$3.00;511;03-04-2018;west
gold morsel;$9.99;557;03-04-2018;north
gold morsel;$9.99;549;03-04-2018;south
gold morsel;$9.99;526;03-04-2018;east
gold morsel;$9.99;534;03-04-2018;west
magenta morsel;$2.50;571;03-04-2018;north
magenta morsel;$2.50;591;03-04-2018;south
magenta morsel;$2.50;510;03-04-2018;east
magenta morsel;$2.50;533;03-04-2018;west
chartreuse morsel;$3.00;595;03-04-2018;north
chartreuse morsel;$3.00;583;03-04-2018;south
chartreuse morsel;$3.00;551;03-04-2018;east
chartreuse morsel;$3.00;546;03-04-2018;west
periwinkle morsel;$1.25;559;03-04-2018;north
periwinkle morsel;$1.25;588;03-04-2018;south
periwinkle morsel;$1.25;570;03-04-2018;east
periwinkle morsel;$1.25;543;03-04-2018;west
vermilion morsel;$4.99;582;03-04-2018;north
vermilion morsel;$4.99;537;03-04-2018;south
vermilion morsel;$4.99;580;03-04-2018;east
vermilion morsel;$4.99;590;03-04-2018;west
lapis morsel;$1.99;557;03-04-2018;north
lapis morsel;$1.99;537;03-04-2018;south
lapis morsel;$1.99;522;03-04-2018;east
lapis morsel;$1.99;510;03-04-2018;west
pink morsel;$3.00;589;04-04-2018;north
pink morsel;$3.00;587;04-04-2018;south
pink morsel;$3.00;522;04-04-2018;east
pink morsel;$3.00;541;04-04-2018;west
gold morsel;$9.99;549;04-04-2018;north
gold morsel;$9.99;579;04-04-2018;south
gold morsel;$9.99;524;04-04-2018;east
gold morsel;$9.99;509;04-04-2018;west
magenta morsel;$2.50;523;04-04-2018;north
magenta morsel;$2.50;526;04-04-2018;south
magenta morsel;$2.50;511;04-04-2018;east
magenta morsel;$2.50;573;04-04-2018;west
chartreuse morsel;$3.00;597;04-04-2018;north
chartreuse morsel;$3.00;586;04-04-2018;south
chartreuse morsel;$3.00;539;04-04-2018;east
chartreuse morsel;$3.00;598;04-04-2018;west
periwinkle morsel;$1.25;586;04-04-2018;north
periwinkle morsel;$1.25;588;04-04-2018;south
periwinkle morsel;$1.25;514;04-04-2018;east
periwinkle morsel;$1.25;553;04-04-2018;west
vermilion morsel;$4.99;518;04-04-2018;north
vermilion morsel;$4.99;510;04-04-2018;south
vermilion morsel;$4.99;577;04-04-2018;east
vermilion morsel;$4.99;539;04-04-2018;west
lapis morsel;$1.99;564;04-04-2018;north
lapis morsel;$1.99;594;04-04-2018;south
lapis morsel;$1.99;538;04-04-2018;east
lapis morsel;$1.99;571;04-04-2018;west
pink morsel;$3.00;502;05-04-2018;north
pink morsel;$3.00;504;05-04-2018;south
pink morsel;$3.00;564;05-04-2018;east
pink morsel;$3.00;583;05-04-2018;west
gold morsel;$9.99;529;05-04-2018;north
gold morsel;$9.99;515;05-04-2018;south
gold morsel;$9.99;503;05-04-2018;east
gold morsel;$9.99;518;05-04-2018;west
magenta morsel;$2.50;559;05-04-2018;north
magenta morsel;$2.50;584;05-04-2018;south
magenta morsel;$2.50;572;05-04-2018;east
magenta morsel;$2.50;505;05-04-2018;west
chartreuse morsel;$3.00;519;05-04-2018;north
chartreuse morsel;$3.00;528;05-04-2018;south
chartreuse morsel;$3.00;510;05-04-2018;east
chartreuse morsel;$3.00;509;05-04-2018;west
periwinkle morsel;$1.25;559;05-04-2018;north
periwinkle morsel;$1.25;587;05-04-2018;south
periwinkle morsel;$1.25;593;05-04-2018;east
periwinkle morsel;$1.25;589;05-04-2018;west
vermilion morsel;$4.99;565;05-04-2018;north
vermilion morsel;$4.99;551;05-04-2018;south
vermilion morsel;$4.99;566;05-04-2018;east
vermilion morsel;$4.99;572;05-04-2018;west
lapis morsel;$1.99;534;05-04-2018;north
lapis morsel;$1.99;546;05-04-2018;south
lapis morsel;$1.99;580;05-04-2018;east
lapis morsel;$1.99;594;05-04-2018;west
pink morsel;$3.00;567;06-04-2018;north
pink morsel;$3.00;584;06-04-2018;south
pink morsel;$3.00;544;06-04-2018;east
pink morsel;$3.00;505;06-04-2018;west
gold morsel;$9.99;558;06-04-2018;north
gold morsel;$9.99;567;06-04-2018;south
gold morsel;$9.99;600;06-04-2018;east
gold morsel;$9.99;563;06-04-2018;west
magenta morsel;$2.50;503;06-04-2018;north
magenta morsel;$2.50;534;06-04-2018;south
magenta morsel;$2.50;513;06-04-2018;east
magenta morsel;$2.50;518;06-04-2018;west
chartreuse morsel;$3.00;568;06-04-2018;north
chartreuse morsel;$3.00;583;06-04-2018;south
chartreuse morsel;$3.00;594;06-04-2018;east
chartreuse morsel;$3.00;543;06-04-2018;west
periwinkle morsel;$1.25;557;06-04-2018;north
periwinkle morsel;$1.25;533;06-04-2018;south
periwinkle morsel;$1.25;561;06-04-2018;east
periwinkle morsel;$1.25;531;06-04-2018;west
vermilion morsel;$4.99;535;06-04-2018;north
vermilion morsel;$4.99;517;06-04-2018;south
vermilion morsel;$4.99;600;06-04-2018;east
vermilion morsel;$4.99;568;06-04-2018;west
lapis morsel;$1.99;532;06-04-2018;north
lapis morsel;$1.99;538;06-04-2018;south
lapis morsel;$1.99;543;06-04-2018;east
lapis morsel;$1.99;542;06-04-2018;west
pink morsel;$3.00;575;07-04-2018;north
pink morsel;$3.00;537;07-04-2018;south
pink morsel;$3.00;596;07-04-2018;east
pink morsel;$3.00;539;07-04-2018;west
gold morsel;$9.99;505;07-04-2018;north
gold morsel;$9.99;567;07-04-2018;south
gold morsel;$9.99;550;07-04-2018;east
gold morsel;$9.99;537;07-04-2018;west
magenta morsel;$2.50;540;07-04-2018;north
magenta morsel;$2.50;511;07-04-2018;south
magenta morsel;$2.50;504;07-04-2018;east
magenta morsel;$2.50;510;07-04-2018;west
chartreuse morsel;$3.00;522;07-04-2018;north
chartreuse morsel;$3.00;559;07-04-2018;south
chartreuse morsel;$3.00;589;07-04-2018;east
chartreuse morsel;$3.00;588;07-04-2018;west
periwinkle morsel;$1.25;514;07-04-2018;north
periwinkle morsel;$1.25;572;07-04-2018;south
periwinkle morsel;$1.25;557;07-04-2018;east
periwinkle morsel;$1.25;561;07-04-2018;west
vermilion morsel;$4.99;511;07-04-2018;north
vermilion morsel;$4.99;599;07-04-2018;south
vermilion morsel;$4.99;503;07-04-2018;east
vermilion morsel;$4.99;539;07-04-2018;west
lapis morsel;$1.99;517;07-04-2018;north
lapis morsel;$1.99;569;07-04-2018;south
lapis morsel;$1.99;567;07-04-2018;east
lapis morsel;$1.99;559;07-04-2018;west
pink morsel;$3.00;552;08-04-2018;north
pink morsel;$3.00;558;08-04-2018;south
pink morsel;$3.00;519;08-04-2018;east
pink morsel;$3.00;567;08-04-2018;west
gold morsel;$9.99;589;08-04-2018;north
gold morsel;$9.99;544;08-04-2018;south
gold morsel;$9.99;526;08-04-2018;east
gold morsel;$9.99;514;08-04-2018;west
magenta morsel;$2.50;568;08-04-2018;north
magenta morsel;$2.50;521;08-04-2018;south
magenta morsel;$2.50;562;08-04-2018;east
magenta morsel;$2.50;529;08-04-2018;west
chartreuse morsel;$3.00;507;08-04-2018;north
chartreuse morsel;$3.00;548;08-04-2018;south
chartreuse morsel;$3.00;533;08-04-2018;east
chartreuse morsel;$3.00;539;08-04-2018;west
periwinkle morsel;$1.25;589;08-04-2018;north
periwinkle morsel;$1.25;553;08-04-2018;south
periwinkle morsel;$1.25;563;08-04-2018;east
periwinkle morsel;$1.25;508;08-04-2018;west
vermilion morsel;$4.99;572;08-04-2018;north
vermilion morsel;$4.99;570;08-04-2018;south
vermilion morsel;$4.99;504;08-04-2018;east
vermilion morsel;$4.99;550;08-04-2018;west
lapis morsel;$1.99;566;08-04-2018;north
lapis morsel;$1.99;516;08-04-2018;south
lapis morsel;$1.99;599;08-04-2018;east
lapis morsel;$1.99;543;08-04-2018;west
pink morsel;$3.00;562;09-04-2018;north
pink morsel;$3.00;594;09-04-2018;south
pink morsel;$3.00;547;09-04-2018;east
pink morsel;$3.00;519;09-04-2018;west
gold morsel;$9.99;511;09-04-2018;north
gold morsel;$9.99;513;09-04-2018;south
gold morsel;$9.99;535;09-04-2018;east
gold morsel;$9.99;502;09-04-2018;west
magenta morsel;$2.50;565;09-04-2018;north
magenta morsel;$2.50;564;09-04-2018;south
magenta morsel;$2.50;538;09-04-2018;east
magenta morsel;$2.50;534;09-04-2018;west
chartreuse morsel;$3.00;556;09-04-2018;north
chartreuse morsel;$3.00;506;09-04-2018;south
chartreuse morsel;$3.00;500;09-04-2018;east
chartreuse morsel;$3.00;590;09-04-2018;west
periwinkle morsel;$1.25;598;09-04-2018;north
periwinkle morsel;$1.25;572;09-04-2018;south
periwinkle morsel;$1.25;504;09-04-2018;east
periwinkle morsel;$1.25;503;09-04-2018;west
vermilion morsel;$4.99;575;09-04-2018;north
vermilion morsel;$4.99;528;09-04-2018;south
vermilion morsel;$4.99;573;09-04-2018;east
vermilion morsel;$4.99;525;09-04-2018;west
lapis morsel;$1.99;518;09-04-2018;north
lapis morsel;$1.99;545;09-04-2018;south
lapis morsel;$1.99;571;09-04-2018;east
lapis morsel;$1.99;589;09-04-2018;west
pink morsel;$3.00;562;10-04-2018;north
pink morsel;$3.00;509;10-04-2018;south
pink morsel;$3.00;566;10-04-2018;east
pink morsel;$3.00;576;10-04-2018;west
gold morsel;$9.99;523;10-04-2018;north
gold morsel;$9.99;573;10-04-2018;south
gold morsel;$9.99;578;10-04-2018;east
gold morsel;$9.99;567;10-04-2018;west
magenta morsel;$2.50;549;10-04-2018;north
magenta morsel;$2.50;586;10-04-2018;south
magenta morsel;$2.50;568;10-04-2018;east
magenta morsel;$2.50;503;10-04-2018;west
chartreuse morsel;$3.00;571;10-04-2018;north
chartreuse morsel;$3.00;544;10-04-2018;south
chartreuse morsel;$3.00;600;10-04-2018;east
chartreuse morsel;$3.00;555;10-04-2018;west
periwinkle morsel;$1.25;598;10-04-2018;north
periwinkle morsel;$1.25;532;10-04-2018;south
periwinkle morsel;$1.25;543;10-04-2018;east
periwinkle morsel;$1.25;582;10-04-2018;west
vermilion morsel;$4.99;595;10-04-2018;north
vermilion morsel;$4.99;584;10-04-2018;south
vermilion morsel;$4.99;542;10-04-2018;east
vermilion morsel;$4.99;579;10-04-2018;west
lapis morsel;$1.99;541;10-04-2018;north
lapis morsel;$1.99;551;10-04-2018;south
lapis morsel;$1.99;540;10-04-2018;east
lapis morsel;$1.99;548;10-04-2018;west
pink morsel;$3.00;557;11-04-2018;north
pink morsel;$3.00;509;11-04-2018;south
pink morsel;$3.00;527;11-04-2018;east
pink morsel;$3.00;588;11-04-2018;west
gold morsel;$9.99;595;11-04-2018;north
gold morsel;$9.99;587;11-04-2018;south
gold morsel;$9.99;596;11-04-2018;east
gold morsel;$9.99;552;11-04-2018;west
magenta morsel;$2.50;504;11-04-2018;north
magenta morsel;$2.50;595;11-04-2018;south
magenta morsel;$2.50;548;11-04-2018;east
magenta morsel;$2.50;553;11-04-2018;west
chartreuse morsel;$3.00;581;11-04-2018;north
chartreuse morsel;$3.00;553;11-04-2018;south
chartreuse morsel;$3.00;539;11-04-2018;east
chartreuse morsel;$3.00;524;11-04-2018;west
periwinkle morsel;$1.25;579;11-04-2018;north
periwinkle morsel;$1.25;600;11-04-2018;south
periwinkle morsel;$1.25;541;11-04-2018;east
periwinkle morsel;$1.25;549;11-04-2018;west
vermilion morsel;$4.99;519;11-04-2018;north
vermilion morsel;$4.99;528;11-04-2018;south
vermilion morsel;$4.99;554;11-04-2018;east
vermilion morsel;$4.99;520;11-04-2018;west
lapis morsel;$1.99;542;11-04-2018;north
lapis morsel;$1.99;542;11-04-2018;south
lapis morsel;$1.99;516;11-04-2018;east
lapis morsel;$1.99;517;11-04-2018;west
pink morsel;$3.00;551;12-04-2018;north
pink morsel;$3.00;542;12-04-2018;south
pink morsel;$3.00;594;12-04-2018;east
pink morsel;$3.00;583;12-04-2018;west
gold morsel;$9.99;513;12-04-2018;north
gold morsel;$9.99;558;12-04-2018;south
gold morsel;$9.99;577;12-04-2018;east
gold morsel;$9.99;531;12-04-2018;west
magenta morsel;$2.50;591;12-04-2018;north
magenta morsel;$2.50;592;12-04-2018;south
magenta morsel;$2.50;536;12-04-2018;east
magenta morsel;$2.50;500;12-04-2018;west
chartreuse morsel;$3.00;519;12-04-2018;north
chartreuse morsel;$3.00;501;12-04-2018;south
chartreuse morsel;$3.00;557;12-04-2018;east
chartreuse morsel;$3.00;526;12-04-2018;west
periwinkle morsel;$1.25;538;12-04-2018;north
periwinkle morsel;$1.25;567;12-04-2018;south
periwinkle morsel;$1.25;554;12-04-2018;east
periwinkle morsel;$1.25;522;12-04-2018;west
vermilion morsel;$4.99;572;12-04-2018;north
vermilion morsel;$4.99;575;12-04-2018;south
vermilion morsel;$4.99;540;12-04-2018;east
vermilion morsel;$4.99;506;12-04-2018;west
lapis morsel;$1.99;532;12-04-2018;north
lapis morsel;$1.99;500;12-04-2018;south
lapis morsel;$1.99;594;12-04-2018;east
lapis morsel;$1.99;514;12-04-2018;west
pink morsel;$3.00;513;13-04-2018;north
pink morsel;$3.00;584;13-04-2018;south
pink morsel;$3.00;558;13-04-2018;east
pink morsel;$3.00;583;13-04-2018;west
gold morsel;$9.99;593;13-04-2018;north
gold morsel;$9.99;594;13-04-2018;south
gold morsel;$9.99;593;13-04-2018;east
gold morsel;$9.99;578;13-04-2018;west
magenta morsel;$2.50;581;13-04-2018;north
magenta morsel;$2.50;530;13-04-2018;south
magenta morsel;$2.50;595;13-04-2018;east
magenta morsel;$2.50;539;13-04-2018;west
chartreuse morsel;$3.00;596;13-04-2018;north
chartreuse morsel;$3.00;501;13-04-2018;south
chartreuse morsel;$3.00;544;13-04-2018;east
chartreuse morsel;$3.00;589;13-04-2018;west
periwinkle morsel;$1.25;501;13-04-2018;north
periwinkle morsel;$1.25;553;13-04-2018;south
periwinkle morsel;$1.25;508;13-04-2018;east
periwinkle morsel;$1.25;525;13-04-2018;west
vermilion morsel;$4.99;546;13-04-2018;north
vermilion morsel;$4.99;590;13-04-2018;south
vermilion morsel;$4.99;511;13-04-2018;east
vermilion morsel;$4.99;562;13-04-2018;west
lapis morsel;$1.99;555;13-04-2018;north
lapis morsel;$1.99;578;13-04-2018;south
lapis morsel;$1.99;542;13-04-2018;east
lapis morsel;$1.99;548;13-04-2018;west
pink morsel;$3.00;523;14-04-2018;north
pink morsel;$3.00;598;14-04-2018;south
pink morsel;$3.00;558;14-04-2018;east
pink morsel;$3.00;546;14-04-2018;west
gold morsel;$9.99;547;14-04-2018;north
gold morsel;$9.99;509;14-04-2018;south
gold morsel;$9.99;594;14-04-2018;east
gold morsel;$9.99;506;14-04-2018;west
magenta morsel;$2.50;564;14-04-2018;north
magenta morsel;$2.50;567;14-04-2018;south
magenta morsel;$2.50;537;14-04-2018;east
magenta morsel;$2.50;538;14-04-2018;west
chartreuse morsel;$3.00;516;14-04-2018;north
chartreuse morsel;$3.00;589;14-04-2018;south
chartreuse morsel;$3.00;501;14-04-2018;east
chartreuse morsel;$3.00;577;14-04-2018;west
periwinkle morsel;$1.25;535;14-04-2018;north
periwinkle morsel;$1.25;588;14-04-2018;south
periwinkle morsel;$1.25;502;14-04-2018;east
periwinkle morsel;$1.25;560;14-04-2018;west
vermilion morsel;$4.99;555;14-04-2018;north
vermilion morsel;$4.99;547;14-04-2018;south
vermilion morsel;$4.99;600;14-04-2018;east
vermilion morsel;$4.99;549;14-04-2018;west
lapis morsel;$1.99;512;14-04-2018;north
lapis morsel;$1.99;575;14-04-2018;south
lapis morsel;$1.99;503;14-04-2018;east
lapis morsel;$1.99;530;14-04-2018;west
pink morsel;$3.00;505;15-04-2018;north
pink morsel;$3.00;509;15-04-2018;south
pink morsel;$3.00;534;15-04-2018;east
pink morsel;$3.00;551;15-04-2018;west
gold morsel;$9.99;552;15-04-2018;north
gold morsel;$9.99;514;15-04-2018;south
gold morsel;$9.99;511;15-04-2018;east
gold morsel;$9.99;550;15-04-2018;west
magenta morsel;$2.50;555;15-04-2018;north
magenta morsel;$2.50;586;15-04-2018;south
magenta morsel;$2.50;541;15-04-2018;east
magenta morsel;$2.50;516;15-04-2018;west
chartreuse morsel;$3.00;558;15-04-2018;north
chartreuse morsel;$3.00;578;15-04-2018;south
chartreuse morsel;$3.00;598;15-04-2018;east
chartreuse morsel;$3.00;598;15-04-2018;west
periwinkle morsel;$1.25;537;15-04-2018;north
periwinkle morsel;$1.25;580;15-04-2018;south
periwinkle morsel;$1.25;597;15-04-2018;east
periwinkle morsel;$1.25;539;15-04-2018;west
vermilion morsel;$4.99;597;15-04-2018;north
vermilion morsel;$4.99;520;15-04-2018;south
vermilion morsel;$4.99;566;15-04-2018;east
vermilion morsel;$4.99;527;15-04-2018;west
lapis morsel;$1.99;537;15-04-2018;north
lapis morsel;$1.99;566;15-04-2018;south
lapis morsel;$1.99;540;15-04-2018;east
lapis morsel;$1.99;578;15-04-2018;west
pink morsel;$3.00;534;16-04-2018;north
pink morsel;$3.00;569;16-04-2018;south
pink morsel;$3.00;516;16-04-2018;east
pink morsel;$3.00;509;16-04-2018;west
gold morsel;$9.99;506;16-04-2018;north
gold morsel;$9.99;579;16-04-2018;south
gold morsel;$9.99;572;16-04-2018;east
gold morsel;$9.99;532;16-04-2018;west
magenta morsel;$2.50;530;16-04-2018;north
magenta morsel;$2.50;502;16-04-2018;south
magenta morsel;$2.50;572;16-04-2018;east
magenta morsel;$2.50;557;16-04-2018;west
chartreuse morsel;$3.00;537;16-04-2018;north
chartreuse morsel;$3.00;587;16-04-2018;south
chartreuse morsel;$3.00;574;16-04-2018;east
chartreuse morsel;$3.00;502;16-04-2018;west
periwinkle morsel;$1.25;532;16-04-2018;north
periwinkle morsel;$1.25;556;16-04-2018;south
periwinkle morsel;$1.25;590;16-04-2018;east
periwinkle morsel;$1.25;599;16-04-2018;west
vermilion morsel;$4.99;522;16-04-2018;north
vermilion morsel;$4.99;599;16-04-2018;south
vermilion morsel;$4.99;546;16-04-2018;east
vermilion morsel;$4.99;578;16-04-2018;west
lapis morsel;$1.99;589;16-04-2018;north
lapis morsel;$1.99;519;16-04-2018;south
lapis morsel;$1.99;551;16-04-2018;east
lapis morsel;$1.99;536;16-04-2018;west
pink morsel;$3.00;533;17-04-2018;north
pink morsel;$3.00;576;17-04-2018;south
pink morsel;$3.00;568;17-04-2018;east
pink morsel;$3.00;513;17-04-2018;west
gold morsel;$9.99;577;17-04-2018;north
gold morsel;$9.99;558;17-04-2018;south
gold morsel;$9.99;548;17-04-2018;east
gold morsel;$9.99;539;17-04-2018;west
magenta morsel;$2.50;561;17-04-2018;north
magenta morsel;$2.50;558;17-04-2018;south
magenta morsel;$2.50;580;17-04-2018;east
magenta morsel;$2.50;559;17-04-2018;west
chartreuse morsel;$3.00;587;17-04-2018;north
chartreuse morsel;$3.00;532;17-04-2018;south
chartreuse morsel;$3.00;526;17-04-2018;east
chartreuse morsel;$3.00;545;17-04-2018;west
periwinkle morsel;$1.25;545;17-04-2018;north
periwinkle morsel;$1.25;541;17-04-2018;south
periwinkle morsel;$1.25;557;17-04-2018;east
periwinkle morsel;$1.25;503;17-04-2018;west
vermilion morsel;$4.99;516;17-04-2018;north
vermilion morsel;$4.99;502;17-04-2018;south
vermilion morsel;$4.99;556;17-04-2018;east
vermilion morsel;$4.99;512;17-04-2018;west
lapis morsel;$1.99;594;17-04-2018;north
lapis morsel;$1.99;501;17-04-2018;south
lapis morsel;$1.99;549;17-04-2018;east
lapis morsel;$1.99;532;17-04-2018;west
pink morsel;$3.00;515;18-04-2018;north
pink morsel;$3.00;599;18-04-2018;south
pink morsel;$3.00;505;18-04-2018;east
pink morsel;$3.00;573;18-04-2018;west
gold morsel;$9.99;535;18-04-2018;north
gold morsel;$9.99;563;18-04-2018;south
gold morsel;$9.99;503;18-04-2018;east
gold morsel;$9.99;527;18-04-2018;west
magenta morsel;$2.50;530;18-04-2018;north
magenta morsel;$2.50;556;18-04-2018;south
magenta morsel;$2.50;518;18-04-2018;east
magenta morsel;$2.50;539;18-04-2018;west
chartreuse morsel;$3.00;564;18-04-2018;north
chartreuse morsel;$3.00;535;18-04-2018;south
chartreuse morsel;$3.00;567;18-04-2018;east
chartreuse morsel;$3.00;551;18-04-2018;west
periwinkle morsel;$1.25;574;18-04-2018;north
periwinkle morsel;$1.25;505;18-04-2018;south
periwinkle morsel;$1.25;513;18-04-2018;east
periwinkle morsel;$1.25;576;18-04-2018;west
vermilion morsel;$4.99;500;18-04-2018;north
vermilion morsel;$4.99;581;18-04-2018;south
vermilion morsel;$4.99;522;18-04-2018;east
vermilion morsel;$4.99;578;18-04-2018;west
lapis morsel;$1.99;575;18-04-2018;north
lapis morsel;$1.99;599;18-04-2018;south
lapis morsel;$1.99;556;18-04-2018;east
lapis morsel;$1.99;561;18-04-2018;west
pink morsel;$3.00;571;19-04-2018;north
pink morsel;$3.00;558;19-04-2018;south
pink morsel;$3.00;589;19-04-2018;east
pink morsel;$3.00;589;19-04-2018;west
gold morsel;$9.99;523;19-04-2018;north
gold morsel;$9.99;503;19-04-2018;south
