,date,region,sale
12600,2019-05-02,north,1575.0
4928,2018-08-01,north,1563.0
4984,2018-08-03,north,1668.0
4424,2018-07-14,north,1500.0
3108,2018-05-28,north,1755.0
12768,2019-05-08,north,1800.0
2492,2018-05-06,north,1674.0
2996,2018-05-24,north,1524.0
2240,2018-04-27,north,1716.0
5180,2018-08-10,north,1620.0
4284,2018-07-09,north,1623.0
3024,2018-05-25,north,1599.0
5152,2018-08-09,north,1797.0
3780,2018-06-21,north,1797.0
12628,2019-05-03,north,1560.0
1820,2018-04-12,north,1653.0
5068,2018-08-06,north,1611.0
4312,2018-07-10,north,1794.0
5124,2018-08-08,north,1665.0
3500,2018-06-11,north,1788.0
2464,2018-05-05,north,1578.0
12936,2019-05-14,north,1617.0
5096,2018-08-07,north,1566.0
2072,2018-04-21,north,1683.0
3080,2018-05-27,north,1629.0
3752,2018-06-20,north,1665.0
12432,2019-04-26,north,1710.0
4340,2018-07-11,north,1605.0
3052,2018-05-26,north,1776.0
2408,2018-05-03,north,1785.0
3248,2018-06-02,north,1752.0
3668,2018-06-17,north,1599.0
12572,2019-05-01,north,1665.0
4536,2018-07-18,north,1704.0
4732,2018-07-25,north,1500.0
3584,2018-06-14,north,1761.0
12852,2019-05-11,north,1503.0
3416,2018-06-08,north,1719.0
4704,2018-07-24,north,1701.0
13216,2019-05-24,north,1650.0
2352,2018-05-01,north,1785.0
1960,2018-04-17,north,1599.0
3388,2018-06-07,north,1518.0
4564,2018-07-19,north,1620.0
3444,2018-06-09,north,1782.0
4676,2018-07-23,north,1638.0
3472,2018-06-10,north,1578.0
1988,2018-04-18,north,1545.0
4648,2018-07-22,north,1608.0
4592,2018-07-20,north,1731.0
12544,2019-04-30,north,1719.0
3528,2018-06-12,north,1776.0
12824,2019-05-10,north,1500.0
4620,2018-07-21,north,1725.0
3556,2018-06-13,north,1683.0
12516,2019-04-29,north,1602.0
4760,2018-07-26,north,1605.0
4508,2018-07-17,north,1551.0
4900,2018-07-31,north,1695.0
13104,2019-05-20,north,1695.0
4872,2018-07-30,north,1755.0
3276,2018-06-03,north,1596.0
12488,2019-04-28,north,1566.0
1904,2018-04-15,north,1515.0
4452,2018-07-15,north,1737.0
3640,2018-06-16,north,1659.0
12880,2019-05-12,north,1743.0
12796,2019-05-09,north,1797.0
4844,2018-07-29,north,1791.0
3304,2018-06-04,north,1608.0
13132,2019-05-21,north,1515.0
3332,2018-06-05,north,1713.0
4816,2018-07-28,north,1515.0
4480,2018-07-16,north,1773.0
3612,2018-06-15,north,1623.0
2016,2018-04-19,north,1713.0
4788,2018-07-27,north,1659.0
2380,2018-05-02,north,1623.0
2296,2018-04-29,north,1713.0
3360,2018-06-06,north,1695.0
1932,2018-04-16,north,1602.0
3808,2018-06-22,north,1743.0
12404,2019-04-25,north,1503.0
2324,2018-04-30,north,1653.0
5208,2018-08-11,north,1689.0
2828,2018-05-18,north,1782.0
1736,2018-04-09,north,1686.0
2576,2018-05-09,north,1584.0
12684,2019-05-05,north,1512.0
2688,2018-05-13,north,1545.0
4172,2018-07-05,north,1752.0
5376,2018-08-17,north,1776.0
5516,2018-08-22,north,1704.0
3892,2018-06-25,north,1650.0
2856,2018-05-19,north,1788.0
5348,2018-08-16,north,1788.0
12320,2019-04-22,north,1533.0
5544,2018-08-23,north,1557.0
3976,2018-06-28,north,1563.0
2744,2018-05-15,north,1800.0
2212,2018-04-26,north,1713.0
12992,2019-05-16,north,1605.0
2884,2018-05-20,north,1548.0
4088,2018-07-02,north,1695.0
5404,2018-08-18,north,1527.0
13020,2019-05-17,north,1731.0
3948,2018-06-27,north,1581.0
2772,2018-05-16,north,1593.0
5460,2018-08-20,north,1581.0
5488,2018-08-21,north,1794.0
2128,2018-04-23,north,1710.0
4144,2018-07-04,north,1743.0
3920,2018-06-26,north,1728.0
2184,2018-04-25,north,1623.0
2716,2018-05-14,north,1776.0
2548,2018-05-08,north,1617.0
12348,2019-04-23,north,1668.0
13272,2019-05-26,north,1791.0
12712,2019-05-06,north,1569.0
1708,2018-04-08,north,1656.0
2800,2018-05-17,north,1728.0
5432,2018-08-19,north,1509.0
4200,2018-07-06,north,1743.0
12656,2019-05-04,north,1617.0
4116,2018-07-03,north,1644.0
2940,2018-05-22,north,1572.0
5264,2018-08-13,north,1701.0
2100,2018-04-22,north,1572.0
2632,2018-05-11,north,1746.0
5320,2018-08-15,north,1602.0
4004,2018-06-29,north,1686.0
12964,2019-05-15,north,1509.0
1680,2018-04-07,north,1725.0
5236,2018-08-12,north,1509.0
4228,2018-07-07,north,1776.0
2912,2018-05-21,north,1575.0
2156,2018-04-24,north,1503.0
13076,2019-05-19,north,1797.0
5292,2018-08-14,north,1623.0
3836,2018-06-23,north,1791.0
2520,2018-05-07,north,1794.0
2660,2018-05-12,north,1743.0
13048,2019-05-18,north,1533.0
2968,2018-05-23,north,1641.0
4060,2018-07-01,north,1746.0
5600,2018-08-25,north,1629.0
13160,2019-05-22,north,1599.0
12376,2019-04-24,north,1554.0
4256,2018-07-08,north,1623.0
5572,2018-08-24,north,1548.0
1764,2018-04-10,north,1686.0
12740,2019-05-07,north,1650.0
1792,2018-04-11,north,1671.0
3864,2018-06-24,north,1563.0
9185,2018-12-31,south,1710.0
9353,2019-01-06,south,1779.0
3949,2018-06-27,south,1659.0
8569,2018-12-09,south,1548.0
9213,2019-01-01,south,1632.0
2157,2018-04-24,south,1650.0
12797,2019-05-09,south,1641.0
8513,2018-12-07,south,1596.0
11369,2019-03-19,south,1752.0
9269,2019-01-03,south,1737.0
3557,2018-06-13,south,1683.0
757,2018-03-05,south,1653.0
3977,2018-06-28,south,1638.0
2297,2018-04-29,south,1593.0
8541,2018-12-08,south,1773.0
9241,2019-01-02,south,1605.0
8485,2018-12-06,south,1797.0
3585,2018-06-14,south,1668.0
11565,2019-03-26,south,1782.0
9297,2019-01-04,south,1500.0
505,2018-02-24,south,1698.0
9325,2019-01-05,south,1590.0
533,2018-02-25,south,1710.0
3529,2018-06-12,south,1551.0
4005,2018-06-29,south,1764.0
11397,2019-03-20,south,1596.0
13553,2019-06-05,south,1560.0
9157,2018-12-30,south,1785.0
8989,2018-12-24,south,1632.0
3865,2018-06-24,south,1623.0
8737,2018-12-15,south,1545.0
13525,2019-06-04,south,1704.0
3725,2018-06-19,south,1749.0
617,2018-02-28,south,1593.0
8961,2018-12-23,south,1623.0
8765,2018-12-16,south,1620.0
673,2018-03-02,south,1569.0
8933,2018-12-22,south,1578.0
11509,2019-03-24,south,1557.0
2241,2018-04-27,south,1791.0
2213,2018-04-26,south,1734.0
8905,2018-12-21,south,1710.0
8793,2018-12-17,south,1527.0
11481,2019-03-23,south,1509.0
3837,2018-06-23,south,1554.0
8877,2018-12-20,south,1551.0
3781,2018-06-21,south,1587.0
645,2018-03-01,south,1782.0
12741,2019-05-07,south,1695.0
8849,2018-12-19,south,1566.0
8821,2018-12-18,south,1755.0
12769,2019-05-08,south,1515.0
11453,2019-03-22,south,1545.0
8709,2018-12-14,south,1686.0
13133,2019-05-21,south,1683.0
8597,2018-12-10,south,1575.0
729,2018-03-04,south,1644.0
12713,2019-05-06,south,1689.0
561,2018-02-26,south,1533.0
8625,2018-12-11,south,1527.0
2185,2018-04-25,south,1503.0
9129,2018-12-29,south,1794.0
3641,2018-06-16,south,1641.0
11425,2019-03-21,south,1635.0
9101,2018-12-28,south,1794.0
3809,2018-06-22,south,1797.0
3613,2018-06-15,south,1737.0
3921,2018-06-26,south,1533.0
8653,2018-12-12,south,1623.0
11537,2019-03-25,south,1500.0
9073,2018-12-27,south,1650.0
3893,2018-06-25,south,1602.0
2269,2018-04-28,south,1641.0
589,2018-02-27,south,1695.0
9045,2018-12-26,south,1734.0
8681,2018-12-13,south,1782.0
701,2018-03-03,south,1500.0
3697,2018-06-18,south,1707.0
9017,2018-12-25,south,1605.0
3669,2018-06-17,south,1530.0
3753,2018-06-20,south,1659.0
5629,2018-08-26,south,1545.0
9381,2019-01-07,south,1647.0
169,2018-02-12,south,1608.0
12965,2019-05-15,south,1650.0
10417,2019-02-13,south,1782.0
2913,2018-05-21,south,1671.0
10445,2019-02-14,south,1578.0
11089,2019-03-09,south,1749.0
10389,2019-02-12,south,1608.0
2885,2018-05-20,south,1716.0
141,2018-02-11,south,1587.0
10501,2019-02-16,south,1731.0
2521,2018-05-07,south,1563.0
2857,2018-05-19,south,1713.0
10529,2019-02-17,south,1653.0
13665,2019-06-09,south,1665.0
10473,2019-02-15,south,1584.0
2941,2018-05-22,south,1569.0
2493,2018-05-06,south,1785.0
10361,2019-02-11,south,1773.0
12937,2019-05-14,south,1761.0
225,2018-02-14,south,1710.0
2465,2018-05-05,south,1665.0
10221,2019-02-06,south,1722.0
3025,2018-05-25,south,1665.0
11145,2019-03-11,south,1722.0
10249,2019-02-07,south,1584.0
13077,2019-05-19,south,1728.0
2997,2018-05-24,south,1533.0
10277,2019-02-08,south,1614.0
10305,2019-02-09,south,1665.0
197,2018-02-13,south,1716.0
2969,2018-05-23,south,1692.0
10333,2019-02-10,south,1611.0
11117,2019-03-10,south,1776.0
10557,2019-02-18,south,1749.0
10193,2019-02-05,south,1659.0
113,2018-02-10,south,1557.0
2829,2018-05-18,south,1572.0
10809,2019-02-27,south,1545.0
2689,2018-05-13,south,1713.0
2577,2018-05-09,south,1647.0
10837,2019-02-28,south,1569.0
29,2018-02-07,south,1698.0
2661,2018-05-12,south,1533.0
11005,2019-03-06,south,1662.0
10865,2019-03-01,south,1707.0
10893,2019-03-02,south,1794.0
13049,2019-05-18,south,1737.0
10977,2019-03-05,south,1569.0
2633,2018-05-11,south,1677.0
10921,2019-03-03,south,1518.0
1,2018-02-06,south,1647.0
13693,2019-06-10,south,1689.0
13021,2019-05-17,south,1590.0
10781,2019-02-26,south,1653.0
2717,2018-05-14,south,1560.0
10585,2019-02-19,south,1599.0
12993,2019-05-16,south,1695.0
10613,2019-02-20,south,1641.0
2801,2018-05-17,south,1506.0
10641,2019-02-21,south,1725.0
85,2018-02-09,south,1662.0
2549,2018-05-08,south,1650.0
10669,2019-02-22,south,1794.0
2773,2018-05-16,south,1617.0
11033,2019-03-07,south,1581.0
10697,2019-02-23,south,1743.0
2745,2018-05-15,south,1758.0
10725,2019-02-24,south,1755.0
10753,2019-02-25,south,1734.0
57,2018-02-08,south,1536.0
11061,2019-03-08,south,1782.0
3501,2018-06-11,south,1677.0
13637,2019-06-08,south,1560.0
3053,2018-05-26,south,1530.0
421,2018-02-21,south,1542.0
12853,2019-05-11,south,1518.0
9605,2019-01-15,south,1761.0
3361,2018-06-06,south,1680.0
9633,2019-01-16,south,1734.0
13105,2019-05-20,south,1752.0
9577,2019-01-14,south,1521.0
9661,2019-01-17,south,1707.0
11285,2019-03-16,south,1680.0
3333,2018-06-05,south,1698.0
9689,2019-01-18,south,1563.0
8457,2018-12-05,south,1725.0
9717,2019-01-19,south,1506.0
3305,2018-06-04,south,1683.0
393,2018-02-20,south,1575.0
3389,2018-06-07,south,1572.0
11313,2019-03-17,south,1638.0
2353,2018-05-01,south,1764.0
12825,2019-05-10,south,1788.0
9409,2019-01-08,south,1551.0
477,2018-02-23,south,1563.0
2325,2018-04-30,south,1590.0
3473,2018-06-10,south,1641.0
9437,2019-01-09,south,1764.0
13581,2019-06-06,south,1545.0
11341,2019-03-18,south,1515.0
9465,2019-01-10,south,1551.0
3445,2018-06-09,south,1773.0
9493,2019-01-11,south,1512.0
449,2018-02-22,south,1632.0
9521,2019-01-12,south,1773.0
3417,2018-06-08,south,1677.0
9549,2019-01-13,south,1503.0
9745,2019-01-20,south,1557.0
10165,2019-02-04,south,1647.0
365,2018-02-19,south,1647.0
9773,2019-01-21,south,1515.0
12909,2019-05-13,south,1716.0
11201,2019-03-13,south,1797.0
10025,2019-01-30,south,1638.0
281,2018-02-16,south,1782.0
3137,2018-05-29,south,1752.0
10053,2019-01-31,south,1536.0
9997,2019-01-29,south,1728.0
2437,2018-05-04,south,1590.0
10081,2019-02-01,south,1581.0
3081,2018-05-27,south,1707.0
10109,2019-02-02,south,1638.0
253,2018-02-15,south,1734.0
11173,2019-03-12,south,1581.0
10137,2019-02-03,south,1722.0
3109,2018-05-28,south,1659.0
3165,2018-05-30,south,1701.0
9969,2019-01-28,south,1782.0
309,2018-02-17,south,1689.0
11257,2019-03-15,south,1671.0
12881,2019-05-12,south,1524.0
9801,2019-01-22,south,1506.0
13609,2019-06-07,south,1668.0
3249,2018-06-02,south,1707.0
9829,2019-01-23,south,1728.0
9857,2019-01-24,south,1638.0
337,2018-02-18,south,1674.0
2409,2018-05-03,south,1569.0
3221,2018-06-01,south,1623.0
9885,2019-01-25,south,1656.0
11229,2019-03-14,south,1524.0
9913,2019-01-26,south,1686.0
3193,2018-05-31,south,1659.0
9941,2019-01-27,south,1503.0
3277,2018-06-03,south,1503.0
2381,2018-05-02,south,1674.0
8289,2018-11-29,south,1527.0
4033,2018-06-30,south,1653.0
6665,2018-10-02,south,1701.0
1849,2018-04-13,south,1752.0
6693,2018-10-03,south,1788.0
5013,2018-08-04,south,1734.0
6721,2018-10-04,south,1560.0
1317,2018-03-25,south,1764.0
12013,2019-04-11,south,1680.0
4985,2018-08-03,south,1671.0
6749,2018-10-05,south,1683.0
6777,2018-10-06,south,1647.0
2605,2018-05-10,south,1551.0
4957,2018-08-02,south,1617.0
6805,2018-10-07,south,1608.0
1289,2018-03-24,south,1710.0
12461,2019-04-27,south,1776.0
5041,2018-08-05,south,1599.0
6833,2018-10-08,south,1617.0
1345,2018-03-26,south,1641.0
12041,2019-04-12,south,1587.0
6469,2018-09-25,south,1770.0
1401,2018-03-28,south,1527.0
5125,2018-08-08,south,1539.0
6497,2018-09-26,south,1515.0
12069,2019-04-13,south,1611.0
6525,2018-09-27,south,1713.0
1821,2018-04-12,south,1626.0
5097,2018-08-07,south,1560.0
6553,2018-09-28,south,1533.0
1373,2018-03-27,south,1590.0
6581,2018-09-29,south,1623.0
5069,2018-08-06,south,1605.0
13357,2019-05-29,south,1677.0
6609,2018-09-30,south,1536.0
12433,2019-04-26,south,1635.0
6637,2018-10-01,south,1632.0
13245,2019-05-25,south,1581.0
4929,2018-08-01,south,1674.0
1877,2018-04-14,south,1794.0
1205,2018-03-21,south,1569.0
4789,2018-07-27,south,1611.0
7085,2018-10-17,south,1551.0
11929,2019-04-08,south,1779.0
7113,2018-10-18,south,1518.0
4761,2018-07-26,south,1767.0
7141,2018-10-19,south,1632.0
7169,2018-10-20,south,1662.0
1177,2018-03-20,south,1614.0
1933,2018-04-16,south,1707.0
4733,2018-07-25,south,1707.0
7197,2018-10-21,south,1704.0
11901,2019-04-07,south,1635.0
12517,2019-04-29,south,1791.0
7225,2018-10-22,south,1707.0
13217,2019-05-24,south,1623.0
6861,2018-10-09,south,1590.0
7057,2018-10-16,south,1662.0
7029,2018-10-15,south,1719.0
11985,2019-04-10,south,1626.0
4901,2018-07-31,south,1707.0
6889,2018-10-10,south,1701.0
1261,2018-03-23,south,1611.0
6917,2018-10-11,south,1800.0
4873,2018-07-30,south,1662.0
6945,2018-10-12,south,1647.0
13385,2019-05-30,south,1644.0
6973,2018-10-13,south,1713.0
1233,2018-03-22,south,1581.0
11957,2019-04-09,south,1719.0
4845,2018-07-29,south,1599.0
7001,2018-10-14,south,1755.0
12489,2019-04-28,south,1704.0
1905,2018-04-15,south,1527.0
11593,2019-03-27,south,1575.0
4705,2018-07-24,south,1725.0
6441,2018-09-24,south,1593.0
12405,2019-04-25,south,1692.0
5489,2018-08-21,south,1659.0
5853,2018-09-03,south,1770.0
10949,2019-03-04,south,1686.0
1709,2018-04-08,south,1674.0
5881,2018-09-04,south,1509.0
13301,2019-05-27,south,1704.0
5461,2018-08-20,south,1779.0
5909,2018-09-05,south,1617.0
1569,2018-04-03,south,1767.0
5937,2018-09-06,south,1506.0
5433,2018-08-19,south,1575.0
12209,2019-04-18,south,1650.0
5965,2018-09-07,south,1623.0
5405,2018-08-18,south,1776.0
5993,2018-09-08,south,1755.0
12237,2019-04-19,south,1629.0
12349,2019-04-23,south,1674.0
1597,2018-04-04,south,1761.0
12321,2019-04-22,south,1587.0
5601,2018-08-25,south,1677.0
5657,2018-08-27,south,1740.0
1653,2018-04-06,south,1752.0
1681,2018-04-07,south,1611.0
5685,2018-08-28,south,1680.0
5573,2018-08-24,south,1560.0
5713,2018-08-29,south,1794.0
12265,2019-04-20,south,1653.0
5545,2018-08-23,south,1554.0
5741,2018-08-30,south,1743.0
1625,2018-04-05,south,1512.0
5769,2018-08-31,south,1695.0
13273,2019-05-26,south,1617.0
5517,2018-08-22,south,1500.0
5797,2018-09-01,south,1500.0
5825,2018-09-02,south,1653.0
5153,2018-08-09,south,1794.0
6021,2018-09-09,south,1614.0
5377,2018-08-17,south,1713.0
5265,2018-08-13,south,1629.0
6273,2018-09-18,south,1530.0
1457,2018-03-30,south,1776.0
12125,2019-04-15,south,1602.0
5237,2018-08-12,south,1743.0
6301,2018-09-19,south,1758.0
6329,2018-09-20,south,1749.0
5209,2018-08-11,south,1650.0
6357,2018-09-21,south,1665.0
1429,2018-03-29,south,1557.0
1793,2018-04-11,south,1527.0
6385,2018-09-22,south,1581.0
5181,2018-08-10,south,1554.0
12097,2019-04-14,south,1737.0
6413,2018-09-23,south,1677.0
13329,2019-05-28,south,1755.0
1541,2018-04-02,south,1797.0
6245,2018-09-17,south,1620.0
12377,2019-04-24,south,1719.0
6049,2018-09-10,south,1656.0
12181,2019-04-17,south,1686.0
6077,2018-09-11,south,1767.0
1737,2018-04-09,south,1782.0
5349,2018-08-16,south,1614.0
6105,2018-09-12,south,1695.0
1513,2018-04-01,south,1530.0
6133,2018-09-13,south,1560.0
5321,2018-08-15,south,1542.0
6161,2018-09-14,south,1554.0
12153,2019-04-16,south,1668.0
6189,2018-09-15,south,1512.0
1485,2018-03-31,south,1635.0
5293,2018-08-14,south,1635.0
6217,2018-09-16,south,1554.0
1765,2018-04-10,south,1527.0
7253,2018-10-23,south,1683.0
4817,2018-07-28,south,1584.0
953,2018-03-12,south,1518.0
2045,2018-04-20,south,1620.0
7813,2018-11-12,south,1611.0
12601,2019-05-02,south,1548.0
8205,2018-11-26,south,1542.0
981,2018-03-13,south,1611.0
7785,2018-11-11,south,1524.0
4397,2018-07-13,south,1596.0
12657,2019-05-04,south,1743.0
11761,2019-04-02,south,1791.0
11649,2019-03-29,south,1686.0
7757,2018-11-10,south,1539.0
4425,2018-07-14,south,1653.0
4173,2018-07-05,south,1647.0
7729,2018-11-09,south,1662.0
4145,2018-07-04,south,1587.0
8233,2018-11-27,south,1647.0
1009,2018-03-14,south,1632.0
7701,2018-11-08,south,1623.0
4453,2018-07-15,south,1713.0
7673,2018-11-07,south,1755.0
2017,2018-04-19,south,1674.0
13441,2019-06-01,south,1695.0
841,2018-03-08,south,1530.0
8261,2018-11-28,south,1728.0
7645,2018-11-06,south,1590.0
4481,2018-07-16,south,1707.0
13189,2019-05-23,south,1668.0
4369,2018-07-12,south,1500.0
7841,2018-11-13,south,1581.0
7869,2018-11-14,south,1707.0
897,2018-03-10,south,1719.0
8065,2018-11-21,south,1509.0
8037,2018-11-20,south,1578.0
4257,2018-07-08,south,1776.0
8093,2018-11-22,south,1758.0
12629,2019-05-03,south,1521.0
11677,2019-03-30,south,1593.0
13469,2019-06-02,south,1707.0
8009,2018-11-19,south,1500.0
11705,2019-03-31,south,1710.0
4285,2018-07-09,south,1788.0
7981,2018-11-18,south,1740.0
2073,2018-04-21,south,1743.0
925,2018-03-11,south,1635.0
8121,2018-11-23,south,1743.0
7953,2018-11-17,south,1515.0
2101,2018-04-22,south,1545.0
4201,2018-07-06,south,1566.0
8149,2018-11-24,south,1605.0
869,2018-03-09,south,1524.0
4313,2018-07-10,south,1794.0
7925,2018-11-16,south,1776.0
8177,2018-11-25,south,1671.0
7897,2018-11-15,south,1698.0
4341,2018-07-11,south,1569.0
11733,2019-04-01,south,1794.0
1149,2018-03-19,south,1509.0
2129,2018-04-23,south,1659.0
1037,2018-03-15,south,1503.0
11789,2019-04-03,south,1626.0
7617,2018-11-05,south,1617.0
7477,2018-10-31,south,1641.0
1989,2018-04-18,south,1797.0
7449,2018-10-30,south,1719.0
4593,2018-07-20,south,1761.0
11845,2019-04-05,south,1605.0
1093,2018-03-17,south,1614.0
7421,2018-10-29,south,1701.0
8373,2018-12-02,south,1554.0
13497,2019-06-03,south,1680.0
12545,2019-04-30,south,1767.0
7393,2018-10-28,south,1752.0
4621,2018-07-21,south,1698.0
4061,2018-07-01,south,1671.0
7365,2018-10-27,south,1509.0
4649,2018-07-22,south,1773.0
1121,2018-03-18,south,1755.0
7337,2018-10-26,south,1524.0
1961,2018-04-17,south,1728.0
11873,2019-04-06,south,1713.0
12685,2019-05-05,south,1746.0
7309,2018-10-25,south,1587.0
13413,2019-05-31,south,1764.0
785,2018-03-06,south,1719.0
4677,2018-07-23,south,1623.0
7281,2018-10-24,south,1629.0
8429,2018-12-04,south,1788.0
8401,2018-12-03,south,1755.0
13161,2019-05-22,south,1761.0
4229,2018-07-07,south,1770.0
8345,2018-12-01,south,1527.0
4537,2018-07-18,south,1656.0
7533,2018-11-02,south,1608.0
7561,2018-11-03,south,1653.0
4509,2018-07-17,south,1566.0
1065,2018-03-16,south,1737.0
7589,2018-11-04,south,1590.0
12293,2019-04-21,south,1749.0
12573,2019-05-01,south,1800.0
8317,2018-11-30,south,1665.0
4089,2018-07-02,south,1611.0
11817,2019-04-04,south,1683.0
813,2018-03-07,south,1602.0
7505,2018-11-01,south,1623.0
11621,2019-03-28,south,1509.0
4117,2018-07-03,south,1638.0
4565,2018-07-19,south,1725.0
11007,2019-03-06,west,1608.0
12687,2019-05-05,west,1611.0
12995,2019-05-16,west,1605.0
11539,2019-03-25,west,1734.0
12155,2019-04-16,west,1713.0
12351,2019-04-23,west,1518.0
12211,2019-04-18,west,1575.0
11567,2019-03-26,west,1557.0
11063,2019-03-08,west,1797.0
12267,2019-04-20,west,1713.0
12631,2019-05-03,west,1740.0
13023,2019-05-17,west,1752.0
13275,2019-05-26,west,1542.0
12239,2019-04-19,west,1512.0
13471,2019-06-02,west,1644.0
10979,2019-03-05,west,1557.0
11623,2019-03-28,west,1557.0
11035,2019-03-07,west,1674.0
12323,2019-04-22,west,1650.0
12183,2019-04-17,west,1509.0
13667,2019-06-09,west,1797.0
13135,2019-05-21,west,1533.0
13051,2019-05-18,west,1662.0
11651,2019-03-29,west,1653.0
11511,2019-03-24,west,1755.0
11595,2019-03-27,west,1527.0
12659,2019-05-04,west,1749.0
13499,2019-06-03,west,1749.0
13303,2019-05-27,west,1527.0
12295,2019-04-21,west,1629.0
12715,2019-05-06,west,1560.0
11875,2019-04-06,west,1557.0
13247,2019-05-25,west,1569.0
11203,2019-03-13,west,1653.0
13219,2019-05-24,west,1773.0
11791,2019-04-03,west,1518.0
11987,2019-04-10,west,1638.0
12883,2019-05-12,west,1743.0
12547,2019-04-30,west,1623.0
11231,2019-03-14,west,1704.0
13555,2019-06-05,west,1560.0
11371,2019-03-19,west,1605.0
12463,2019-04-27,west,1620.0
12799,2019-05-09,west,1767.0
11959,2019-04-09,west,1617.0
11819,2019-04-04,west,1632.0
13107,2019-05-20,west,1668.0
13415,2019-05-31,west,1605.0
11259,2019-03-15,west,1650.0
13191,2019-05-23,west,1740.0
12855,2019-05-11,west,1614.0
11931,2019-04-08,west,1575.0
11343,2019-03-18,west,1668.0
11847,2019-04-05,west,1713.0
12491,2019-04-28,west,1503.0
13583,2019-06-06,west,1746.0
13387,2019-05-30,west,1761.0
11287,2019-03-16,west,1680.0
11903,2019-04-07,west,1632.0
12519,2019-04-29,west,1800.0
12827,2019-05-10,west,1557.0
11315,2019-03-17,west,1671.0
13079,2019-05-19,west,1650.0
12967,2019-05-15,west,1569.0
13611,2019-06-07,west,1758.0
12435,2019-04-26,west,1758.0
13163,2019-05-22,west,1722.0
11679,2019-03-30,west,1710.0
11483,2019-03-23,west,1797.0
12127,2019-04-15,west,1770.0
11091,2019-03-09,west,1644.0
12743,2019-05-07,west,1644.0
12379,2019-04-24,west,1665.0
13639,2019-06-08,west,1677.0
13527,2019-06-04,west,1554.0
11707,2019-03-31,west,1572.0
12099,2019-04-14,west,1764.0
12603,2019-05-02,west,1521.0
11119,2019-03-10,west,1737.0
12939,2019-05-14,west,1614.0
11455,2019-03-22,west,1731.0
13331,2019-05-28,west,1533.0
13443,2019-06-01,west,1689.0
12071,2019-04-13,west,1794.0
11735,2019-04-01,west,1608.0
11147,2019-03-11,west,1692.0
12407,2019-04-25,west,1764.0
11427,2019-03-21,west,1779.0
12043,2019-04-12,west,1581.0
12911,2019-05-13,west,1614.0
11763,2019-04-02,west,1629.0
12771,2019-05-08,west,1650.0
11175,2019-03-12,west,1668.0
12575,2019-05-01,west,1542.0
12015,2019-04-11,west,1635.0
11399,2019-03-20,west,1779.0
13359,2019-05-29,west,1680.0
6835,2018-10-08,west,1785.0
10923,2019-03-03,west,1611.0
3447,2018-06-09,west,1665.0
3475,2018-06-10,west,1557.0
3503,2018-06-11,west,1728.0
3531,2018-06-12,west,1542.0
3559,2018-06-13,west,1683.0
3587,2018-06-14,west,1593.0
3615,2018-06-15,west,1788.0
3643,2018-06-16,west,1611.0
3671,2018-06-17,west,1626.0
3419,2018-06-08,west,1602.0
3699,2018-06-18,west,1635.0
3755,2018-06-20,west,1557.0
3783,2018-06-21,west,1542.0
3811,2018-06-22,west,1683.0
3839,2018-06-23,west,1566.0
3867,2018-06-24,west,1662.0
3895,2018-06-25,west,1623.0
3923,2018-06-26,west,1629.0
3951,2018-06-27,west,1665.0
3979,2018-06-28,west,1503.0
3727,2018-06-19,west,1608.0
3391,2018-06-07,west,1557.0
3363,2018-06-06,west,1659.0
3335,2018-06-05,west,1782.0
2747,2018-05-15,west,1671.0
2775,2018-05-16,west,1629.0
2803,2018-05-17,west,1626.0
2831,2018-05-18,west,1509.0
2859,2018-05-19,west,1629.0
2887,2018-05-20,west,1638.0
2915,2018-05-21,west,1572.0
2943,2018-05-22,west,1521.0
2971,2018-05-23,west,1563.0
2999,2018-05-24,west,1533.0
3027,2018-05-25,west,1644.0
3055,2018-05-26,west,1512.0
3083,2018-05-27,west,1761.0
3111,2018-05-28,west,1539.0
3139,2018-05-29,west,1635.0
3167,2018-05-30,west,1794.0
3195,2018-05-31,west,1620.0
3223,2018-06-01,west,1671.0
3251,2018-06-02,west,1668.0
3279,2018-06-03,west,1680.0
3307,2018-06-04,west,1656.0
4007,2018-06-29,west,1779.0
2719,2018-05-14,west,1503.0
4035,2018-06-30,west,1557.0
4091,2018-07-02,west,1671.0
4819,2018-07-28,west,1743.0
4847,2018-07-29,west,1755.0
4875,2018-07-30,west,1776.0
4903,2018-07-31,west,1578.0
4931,2018-08-01,west,1665.0
4959,2018-08-02,west,1671.0
4987,2018-08-03,west,1668.0
5015,2018-08-04,west,1776.0
5043,2018-08-05,west,1773.0
4791,2018-07-27,west,1632.0
5071,2018-08-06,west,1788.0
5127,2018-08-08,west,1617.0
5155,2018-08-09,west,1683.0
5183,2018-08-10,west,1785.0
5211,2018-08-11,west,1587.0
5239,2018-08-12,west,1743.0
5267,2018-08-13,west,1611.0
5295,2018-08-14,west,1707.0
5323,2018-08-15,west,1734.0
5351,2018-08-16,west,1770.0
5099,2018-08-07,west,1626.0
4763,2018-07-26,west,1521.0
4735,2018-07-25,west,1737.0
4707,2018-07-24,west,1557.0
4119,2018-07-03,west,1515.0
4147,2018-07-04,west,1572.0
4175,2018-07-05,west,1500.0
4203,2018-07-06,west,1689.0
4231,2018-07-07,west,1566.0
4259,2018-07-08,west,1761.0
4287,2018-07-09,west,1515.0
4315,2018-07-10,west,1761.0
4343,2018-07-11,west,1677.0
