Sales,Date,Region
160500,2018-11-24,south
168300,2018-11-24,east
151800,2018-11-24,west
166500,2018-11-25,north
167100,2018-11-25,south
170400,2018-11-25,east
173100,2018-11-25,west
165300,2018-11-26,north
154200,2018-11-26,south
165900,2018-11-26,east
165000,2018-11-26,west
177300,2018-11-27,north
164700,2018-11-27,south
172500,2018-11-27,east
164400,2018-11-27,west
176700,2018-11-28,north
172800,2018-11-28,south
171900,2018-11-28,east
167700,2018-11-28,west
168600,2018-11-29,north
152700,2018-11-29,south
168900,2018-11-29,east
168600,2018-11-29,west
164100,2018-11-30,north
166500,2018-11-30,south
175500,2018-11-30,east
155100,2018-11-30,west
166500,2018-12-01,north
152700,2018-12-01,south
153600,2018-12-01,east
165600,2018-12-01,west
156300,2018-12-02,north
155400,2018-12-02,south
160200,2018-12-02,east
173700,2018-12-02,west
150600,2018-12-03,north
175500,2018-12-03,south
157200,2018-12-03,east
160800,2018-12-03,west
172200,2018-12-04,north
178800,2018-12-04,south
178800,2018-12-04,east
158700,2018-12-04,west
167700,2018-12-05,north
172500,2018-12-05,south
173100,2018-12-05,east
151800,2018-12-05,west
173700,2018-12-06,north
179700,2018-12-06,south
166200,2018-12-06,east
166200,2018-12-06,west
171600,2018-12-07,north
159600,2018-12-07,south
165300,2018-12-07,east
163500,2018-12-07,west
178200,2018-12-08,north
177300,2018-12-08,south
175500,2018-12-08,east
171900,2018-12-08,west
173700,2018-12-09,north
154800,2018-12-09,south
166500,2018-12-09,east
165900,2018-12-09,west
165900,2018-12-10,north
157500,2018-12-10,south
150900,2018-12-10,east
176700,2018-12-10,west
150900,2018-12-11,north
152700,2018-12-11,south
157500,2018-12-11,east
162000,2018-12-11,west
162300,2018-12-12,north
162300,2018-12-12,south
177300,2018-12-12,east
174300,2018-12-12,west
171900,2018-12-13,north
178200,2018-12-13,south
171300,2018-12-13,east
159300,2018-12-13,west
171600,2018-12-14,north
168600,2018-12-14,south
156900,2018-12-14,east
170400,2018-12-14,west
155400,2018-12-15,north
154500,2018-12-15,south
158700,2018-12-15,east
180000,2018-12-15,west
163500,2018-12-16,north
162000,2018-12-16,south
180000,2018-12-16,east
164100,2018-12-16,west
163500,2018-12-17,north
152700,2018-12-17,south
162600,2018-12-17,east
171600,2018-12-17,west
175500,2018-12-18,north
175500,2018-12-18,south
160500,2018-12-18,east
177900,2018-12-18,west
156600,2018-12-19,north
156600,2018-12-19,south
179700,2018-12-19,east
177000,2018-12-19,west
173100,2018-12-20,north
155100,2018-12-20,south
176700,2018-12-20,east
162600,2018-12-20,west
165900,2018-12-21,north
171000,2018-12-21,south
154200,2018-12-21,east
156900,2018-12-21,west
177600,2018-12-22,north
157800,2018-12-22,south
166800,2018-12-22,east
152700,2018-12-22,west
177000,2018-12-23,north
162300,2018-12-23,south
171000,2018-12-23,east
173100,2018-12-23,west
174000,2018-12-24,north
163200,2018-12-24,south
171900,2018-12-24,east
150000,2018-12-24,west
151200,2018-12-25,north
160500,2018-12-25,south
162300,2018-12-25,east
153300,2018-12-25,west
168300,2018-12-26,north
173400,2018-12-26,south
154500,2018-12-26,east
158700,2018-12-26,west
157800,2018-12-27,north
165000,2018-12-27,south
163200,2018-12-27,east
171300,2018-12-27,west
165000,2018-12-28,north
179400,2018-12-28,south
176400,2018-12-28,east
179700,2018-12-28,west
162600,2018-12-29,north
179400,2018-12-29,south
169500,2018-12-29,east
174000,2018-12-29,west
175800,2018-12-30,north
178500,2018-12-30,south
159900,2018-12-30,east
168900,2018-12-30,west
152700,2018-12-31,north
171000,2018-12-31,south
159000,2018-12-31,east
165300,2018-12-31,west
151800,2019-01-01,north
163200,2019-01-01,south
175500,2019-01-01,east
155100,2019-01-01,west
176700,2019-01-02,north
160500,2019-01-02,south
169200,2019-01-02,east
179400,2019-01-02,west
169500,2019-01-03,north
173700,2019-01-03,south
157500,2019-01-03,east
150900,2019-01-03,west
159000,2019-01-04,north
150000,2019-01-04,south
159000,2019-01-04,east
163800,2019-01-04,west
176100,2019-01-05,north
159000,2019-01-05,south
172500,2019-01-05,east
155100,2019-01-05,west
164400,2019-01-06,north
177900,2019-01-06,south
179400,2019-01-06,east
163800,2019-01-06,west
164400,2019-01-07,north
164700,2019-01-07,south
169200,2019-01-07,east
162300,2019-01-07,west
172200,2019-01-08,north
155100,2019-01-08,south
173100,2019-01-08,east
170100,2019-01-08,west
150000,2019-01-09,north
176400,2019-01-09,south
176400,2019-01-09,east
163500,2019-01-09,west
176700,2019-01-10,north
155100,2019-01-10,south
151200,2019-01-10,east
168600,2019-01-10,west
166200,2019-01-11,north
151200,2019-01-11,south
160800,2019-01-11,east
161100,2019-01-11,west
156600,2019-01-12,north
177300,2019-01-12,south
170700,2019-01-12,east
175200,2019-01-12,west
155100,2019-01-13,north
150300,2019-01-13,south
153600,2019-01-13,east
172800,2019-01-13,west
169200,2019-01-14,north
152100,2019-01-14,south
169800,2019-01-14,east
179100,2019-01-14,west
160500,2019-01-15,north
176100,2019-01-15,south
161700,2019-01-15,east
150300,2019-01-15,west
154800,2019-01-16,north
173400,2019-01-16,south
150600,2019-01-16,east
153300,2019-01-16,west
159000,2019-01-17,north
170700,2019-01-17,south
150900,2019-01-17,east
165300,2019-01-17,west
157200,2019-01-18,north
156300,2019-01-18,south
163500,2019-01-18,east
173400,2019-01-18,west
158700,2019-01-19,north
150600,2019-01-19,south
168900,2019-01-19,east
170100,2019-01-19,west
170700,2019-01-20,north
155700,2019-01-20,south
172200,2019-01-20,east
162900,2019-01-20,west
161100,2019-01-21,north
151500,2019-01-21,south
161400,2019-01-21,east
159300,2019-01-21,west
171900,2019-01-22,north
150600,2019-01-22,south
179400,2019-01-22,east
173100,2019-01-22,west
166200,2019-01-23,north
172800,2019-01-23,south
156300,2019-01-23,east
166200,2019-01-23,west
164700,2019-01-24,north
163800,2019-01-24,south
155700,2019-01-24,east
151800,2019-01-24,west
156000,2019-01-25,north
165600,2019-01-25,south
170700,2019-01-25,east
176700,2019-01-25,west
167100,2019-01-26,north
168600,2019-01-26,south
165300,2019-01-26,east
164700,2019-01-26,west
152400,2019-01-27,north
150300,2019-01-27,south
153300,2019-01-27,east
178500,2019-01-27,west
173100,2019-01-28,north
178200,2019-01-28,south
156000,2019-01-28,east
178200,2019-01-28,west
150000,2019-01-29,north
172800,2019-01-29,south
160500,2019-01-29,east
161400,2019-01-29,west
178200,2019-01-30,north
163800,2019-01-30,south
179700,2019-01-30,east
164100,2019-01-30,west
165000,2019-01-31,north
153600,2019-01-31,south
159900,2019-01-31,east
174000,2019-01-31,west
174900,2019-02-01,north
158100,2019-02-01,south
166200,2019-02-01,east
150900,2019-02-01,west
159600,2019-02-02,north
163800,2019-02-02,south
174600,2019-02-02,east
161100,2019-02-02,west
160200,2019-02-03,north
172200,2019-02-03,south
173400,2019-02-03,east
174900,2019-02-03,west
154800,2019-02-04,north
164700,2019-02-04,south
156000,2019-02-04,east
154200,2019-02-04,west
161700,2019-02-05,north
165900,2019-02-05,south
167400,2019-02-05,east
152400,2019-02-05,west
155100,2019-02-06,north
172200,2019-02-06,south
156300,2019-02-06,east
169200,2019-02-06,west
173400,2019-02-07,north
158400,2019-02-07,south
166200,2019-02-07,east
154500,2019-02-07,west
166200,2019-02-08,north
161400,2019-02-08,south
171900,2019-02-08,east
178800,2019-02-08,west
177900,2019-02-09,north
166500,2019-02-09,south
160500,2019-02-09,east
164100,2019-02-09,west
172500,2019-02-10,north
161100,2019-02-10,south
156000,2019-02-10,east
157500,2019-02-10,west
156300,2019-02-11,north
177300,2019-02-11,south
153600,2019-02-11,east
155100,2019-02-11,west
157200,2019-02-12,north
160800,2019-02-12,south
175200,2019-02-12,east
173400,2019-02-12,west
168600,2019-02-13,north
178200,2019-02-13,south
150000,2019-02-13,east
173100,2019-02-13,west
172500,2019-02-14,north
157800,2019-02-14,south
156000,2019-02-14,east
164400,2019-02-14,west
156600,2019-02-15,north
158400,2019-02-15,south
169500,2019-02-15,east
173400,2019-02-15,west
179400,2019-02-16,north
173100,2019-02-16,south
167400,2019-02-16,east
159900,2019-02-16,west
151200,2019-02-17,north
165300,2019-02-17,south
172200,2019-02-17,east
164100,2019-02-17,west
169500,2019-02-18,north
174900,2019-02-18,south
172800,2019-02-18,east
176400,2019-02-18,west
171600,2019-02-19,north
159900,2019-02-19,south
159600,2019-02-19,east
164400,2019-02-19,west
174000,2019-02-20,north
164100,2019-02-20,south
156600,2019-02-20,east
165600,2019-02-20,west
159900,2019-02-21,north
172500,2019-02-21,south
173100,2019-02-21,east
171900,2019-02-21,west
177000,2019-02-22,north
179400,2019-02-22,south
172500,2019-02-22,east
171300,2019-02-22,west
159900,2019-02-23,north
174300,2019-02-23,south
151800,2019-02-23,east
161400,2019-02-23,west
169200,2019-02-24,north
175500,2019-02-24,south
165300,2019-02-24,east
152400,2019-02-24,west
163500,2019-02-25,north
173400,2019-02-25,south
171300,2019-02-25,east
157800,2019-02-25,west
156600,2019-02-26,north
165300,2019-02-26,south
150600,2019-02-26,east
165600,2019-02-26,west
159300,2019-02-27,north
154500,2019-02-27,south
173400,2019-02-27,east
163500,2019-02-27,west
171000,2019-02-28,north
156900,2019-02-28,south
173100,2019-02-28,east
159900,2019-02-28,west
159300,2019-03-01,north
170700,2019-03-01,south
163800,2019-03-01,east
153900,2019-03-01,west
178200,2019-03-02,north
179400,2019-03-02,south
160800,2019-03-02,east
168900,2019-03-02,west
169800,2019-03-03,north
151800,2019-03-03,south
159300,2019-03-03,east
161100,2019-03-03,west
158700,2019-03-04,north
168600,2019-03-04,south
151800,2019-03-04,east
163200,2019-03-04,west
156600,2019-03-05,north
156900,2019-03-05,south
174300,2019-03-05,east
155700,2019-03-05,west
174600,2019-03-06,north
166200,2019-03-06,south
167400,2019-03-06,east
160800,2019-03-06,west
155100,2019-03-07,north
158100,2019-03-07,south
156000,2019-03-07,east
167400,2019-03-07,west
152100,2019-03-08,north
178200,2019-03-08,south
161700,2019-03-08,east
179700,2019-03-08,west
153300,2019-03-09,north
174900,2019-03-09,south
165600,2019-03-09,east
164400,2019-03-09,west
154500,2019-03-10,north
177600,2019-03-10,south
165000,2019-03-10,east
173700,2019-03-10,west
165900,2019-03-11,north
172200,2019-03-11,south
168900,2019-03-11,east
169200,2019-03-11,west
151800,2019-03-12,north
158100,2019-03-12,south
162600,2019-03-12,east
166800,2019-03-12,west
152400,2019-03-13,north
179700,2019-03-13,south
154200,2019-03-13,east
165300,2019-03-13,west
167700,2019-03-14,north
152400,2019-03-14,south
169200,2019-03-14,east
170400,2019-03-14,west
164700,2019-03-15,north
167100,2019-03-15,south
156300,2019-03-15,east
165000,2019-03-15,west
156300,2019-03-16,north
168000,2019-03-16,south
172800,2019-03-16,east
168000,2019-03-16,west
168300,2019-03-17,north
163800,2019-03-17,south
154500,2019-03-17,east
167100,2019-03-17,west
170100,2019-03-18,north
151500,2019-03-18,south
176400,2019-03-18,east
166800,2019-03-18,west
167700,2019-03-19,north
175200,2019-03-19,south
163500,2019-03-19,east
160500,2019-03-19,west
163500,2019-03-20,north
159600,2019-03-20,south
160800,2019-03-20,east
177900,2019-03-20,west
177600,2019-03-21,north
163500,2019-03-21,south
179100,2019-03-21,east
177900,2019-03-21,west
174600,2019-03-22,north
154500,2019-03-22,south
176700,2019-03-22,east
173100,2019-03-22,west
173400,2019-03-23,north
150900,2019-03-23,south
168600,2019-03-23,east
179700,2019-03-23,west
156600,2019-03-24,north
155700,2019-03-24,south
179700,2019-03-24,east
175500,2019-03-24,west
165000,2019-03-25,north
150000,2019-03-25,south
155400,2019-03-25,east
173400,2019-03-25,west
170100,2019-03-26,north
178200,2019-03-26,south
179700,2019-03-26,east
155700,2019-03-26,west
166800,2019-03-27,north
157500,2019-03-27,south
160800,2019-03-27,east
152700,2019-03-27,west
151800,2019-03-28,north
150900,2019-03-28,south
176700,2019-03-28,east
155700,2019-03-28,west
160500,2019-03-29,north
168600,2019-03-29,south
165600,2019-03-29,east
165300,2019-03-29,west
172200,2019-03-30,north
159300,2019-03-30,south
155700,2019-03-30,east
171000,2019-03-30,west
178500,2019-03-31,north
171000,2019-03-31,south
165300,2019-03-31,east
157200,2019-03-31,west
151200,2019-04-01,north
179400,2019-04-01,south
156900,2019-04-01,east
160800,2019-04-01,west
162300,2019-04-02,north
179100,2019-04-02,south
178500,2019-04-02,east
162900,2019-04-02,west
153900,2019-04-03,north
162600,2019-04-03,south
169500,2019-04-03,east
151800,2019-04-03,west
153000,2019-04-04,north
168300,2019-04-04,south
166200,2019-04-04,east
163200,2019-04-04,west
161400,2019-04-05,north
160500,2019-04-05,south
166200,2019-04-05,east
171300,2019-04-05,west
174900,2019-04-06,north
171300,2019-04-06,south
171600,2019-04-06,east
155700,2019-04-06,west
160500,2019-04-07,north
163500,2019-04-07,south
151800,2019-04-07,east
163200,2019-04-07,west
171300,2019-04-08,north
177900,2019-04-08,south
174300,2019-04-08,east
157500,2019-04-08,west
172800,2019-04-09,north
171900,2019-04-09,south
175500,2019-04-09,east
161700,2019-04-09,west
154200,2019-04-10,north
162600,2019-04-10,south
150900,2019-04-10,east
163800,2019-04-10,west
158100,2019-04-11,north
168000,2019-04-11,south
156900,2019-04-11,east
163500,2019-04-11,west
153900,2019-04-12,north
158700,2019-04-12,south
159300,2019-04-12,east
158100,2019-04-12,west
151500,2019-04-13,north
161100,2019-04-13,south
164400,2019-04-13,east
179400,2019-04-13,west
150000,2019-04-14,north
173700,2019-04-14,south
172200,2019-04-14,east
176400,2019-04-14,west
153000,2019-04-15,north
160200,2019-04-15,south
152400,2019-04-15,east
177000,2019-04-15,west
159600,2019-04-16,north
166800,2019-04-16,south
158400,2019-04-16,east
171300,2019-04-16,west
156900,2019-04-17,north
168600,2019-04-17,south
164700,2019-04-17,east
150900,2019-04-17,west
159000,2019-04-18,north
165000,2019-04-18,south
155700,2019-04-18,east
157500,2019-04-18,west
177300,2019-04-19,north
162900,2019-04-19,south
152400,2019-04-19,east
151200,2019-04-19,west
152100,2019-04-20,north
165300,2019-04-20,south
158400,2019-04-20,east
171300,2019-04-20,west
168300,2019-04-21,north
174900,2019-04-21,south
154500,2019-04-21,east
162900,2019-04-21,west
153300,2019-04-22,north
158700,2019-04-22,south
167100,2019-04-22,east
165000,2019-04-22,west
166800,2019-04-23,north
167400,2019-04-23,south
172800,2019-04-23,east
151800,2019-04-23,west
155400,2019-04-24,north
171900,2019-04-24,south
174600,2019-04-24,east
166500,2019-04-24,west
150300,2019-04-25,north
169200,2019-04-25,south
172500,2019-04-25,east
176400,2019-04-25,west
171000,2019-04-26,north
163500,2019-04-26,south
176400,2019-04-26,east
175800,2019-04-26,west
174000,2019-04-27,north
177600,2019-04-27,south
174000,2019-04-27,east
162000,2019-04-27,west
156600,2019-04-28,north
170400,2019-04-28,south
157800,2019-04-28,east
150300,2019-04-28,west
160200,2019-04-29,north
179100,2019-04-29,south
175200,2019-04-29,east
180000,2019-04-29,west
171900,2019-04-30,north
176700,2019-04-30,south
150000,2019-04-30,east
162300,2019-04-30,west
166500,2019-05-01,north
180000,2019-05-01,south
173100,2019-05-01,east
154200,2019-05-01,west
157500,2019-05-02,north
154800,2019-05-02,south
179700,2019-05-02,east
152100,2019-05-02,west
156000,2019-05-03,north
152100,2019-05-03,south
160500,2019-05-03,east
174000,2019-05-03,west
161700,2019-05-04,north
174300,2019-05-04,south
162900,2019-05-04,east
174900,2019-05-04,west
151200,2019-05-05,north
174600,2019-05-05,south
153000,2019-05-05,east
161100,2019-05-05,west
156900,2019-05-06,north
168900,2019-05-06,south
155700,2019-05-06,east
156000,2019-05-06,west
165000,2019-05-07,north
169500,2019-05-07,south
162000,2019-05-07,east
164400,2019-05-07,west
180000,2019-05-08,north
151500,2019-05-08,south
178500,2019-05-08,east
165000,2019-05-08,west
179700,2019-05-09,north
164100,2019-05-09,south
166500,2019-05-09,east
176700,2019-05-09,west
150000,2019-05-10,north
178800,2019-05-10,south
172500,2019-05-10,east
155700,2019-05-10,west
150300,2019-05-11,north
151800,2019-05-11,south
165000,2019-05-11,east
161400,2019-05-11,west
174300,2019-05-12,north
152400,2019-05-12,south
176100,2019-05-12,east
174300,2019-05-12,west
156300,2019-05-13,north
171600,2019-05-13,south
156000,2019-05-13,east
161400,2019-05-13,west
161700,2019-05-14,north
176100,2019-05-14,south
163500,2019-05-14,east
161400,2019-05-14,west
150900,2019-05-15,north
165000,2019-05-15,south
175500,2019-05-15,east
156900,2019-05-15,west
160500,2019-05-16,north
169500,2019-05-16,south
166200,2019-05-16,east
160500,2019-05-16,west
173100,2019-05-17,north
159000,2019-05-17,south
162000,2019-05-17,east
175200,2019-05-17,west
153300,2019-05-18,north
173700,2019-05-18,south
160800,2019-05-18,east
166200,2019-05-18,west
179700,2019-05-19,north
172800,2019-05-19,south
168600,2019-05-19,east
165000,2019-05-19,west
169500,2019-05-20,north
175200,2019-05-20,south
178500,2019-05-20,east
166800,2019-05-20,west
151500,2019-05-21,north
168300,2019-05-21,south
179400,2019-05-21,east
153300,2019-05-21,west
159900,2019-05-22,north
176100,2019-05-22,south
176100,2019-05-22,east
172200,2019-05-22,west
162600,2019-05-23,north
166800,2019-05-23,south
164100,2019-05-23,east
174000,2019-05-23,west
165000,2019-05-24,north
162300,2019-05-24,south
165300,2019-05-24,east
177300,2019-05-24,west
178800,2019-05-25,north
158100,2019-05-25,south
167700,2019-05-25,east
156900,2019-05-25,west
179100,2019-05-26,north
161700,2019-05-26,south
163800,2019-05-26,east
154200,2019-05-26,west
159000,2019-05-27,north
170400,2019-05-27,south
168000,2019-05-27,east
152700,2019-05-27,west
163500,2019-05-28,north
175500,2019-05-28,south
156000,2019-05-28,east
153300,2019-05-28,west
159900,2019-05-29,north
167700,2019-05-29,south
158100,2019-05-29,east
168000,2019-05-29,west
169200,2019-05-30,north
164400,2019-05-30,south
171600,2019-05-30,east
176100,2019-05-30,west
171600,2019-05-31,north
176400,2019-05-31,south
167700,2019-05-31,east
160500,2019-05-31,west
168000,2019-06-01,north
169500,2019-06-01,south
154800,2019-06-01,east
168900,2019-06-01,west
175500,2019-06-02,north
170700,2019-06-02,south
155700,2019-06-02,east
164400,2019-06-02,west
171900,2019-06-03,north
168000,2019-06-03,south
158100,2019-06-03,east
174900,2019-06-03,west
160200,2019-06-04,north
170400,2019-06-04,south
160200,2019-06-04,east
155400,2019-06-04,west
163200,2019-06-05,north
156000,2019-06-05,south
164700,2019-06-05,east
156000,2019-06-05,west
166200,2019-06-06,north
154500,2019-06-06,south
161400,2019-06-06,east
174600,2019-06-06,west
171300,2019-06-07,north
166800,2019-06-07,south
150300,2019-06-07,east
175800,2019-06-07,west
165600,2019-06-08,north
156000,2019-06-08,south
171000,2019-06-08,east
167700,2019-06-08,west
178200,2019-06-09,north
166500,2019-06-09,south
178200,2019-06-09,east
179700,2019-06-09,west
169800,2019-06-10,north
168900,2019-06-10,south
162300,2019-06-10,east
176700,2019-06-10,west
163500,2019-06-11,north
156300,2019-06-11,south
178500,2019-06-11,east
152100,2019-06-11,west
172800,2019-06-12,north
151500,2019-06-12,south
154800,2019-06-12,east
167700,2019-06-12,west
158700,2019-06-13,north
171900,2019-06-13,south
158700,2019-06-13,east
177300,2019-06-13,west
155700,2019-06-14,north
168000,2019-06-14,south
177300,2019-06-14,east
150900,2019-06-14,west
160200,2019-06-15,north
179400,2019-06-15,south
176400,2019-06-15,east
178500,2019-06-15,west
166200,2019-06-16,north
156300,2019-06-16,south
167100,2019-06-16,east
153300,2019-06-16,west
158700,2019-06-17,north
151200,2019-06-17,south
153600,2019-06-17,east
156600,2019-06-17,west
176700,2019-06-18,north
161400,2019-06-18,south
177600,2019-06-18,east
172800,2019-06-18,west
161400,2019-06-19,north
157200,2019-06-19,south
161400,2019-06-19,east
173400,2019-06-19,west
156600,2019-06-20,north
163200,2019-06-20,south
178500,2019-06-20,east
177000,2019-06-20,west
172500,2019-06-21,north
154200,2019-06-21,south
167700,2019-06-21,east
153300,2019-06-21,west
157800,2019-06-22,north
171300,2019-06-22,south
177600,2019-06-22,east
151500,2019-06-22,west
158700,2019-06-23,north
177000,2019-06-23,south
177300,2019-06-23,east
167100,2019-06-23,west
170400,2019-06-24,north
154500,2019-06-24,south
167100,2019-06-24,east
180000,2019-06-24,west
161100,2019-06-25,north
179700,2019-06-25,south
162300,2019-06-25,east
177600,2019-06-25,west
167700,2019-06-26,north
180000,2019-06-26,south
179400,2019-06-26,east
168600,2019-06-26,west
167100,2019-06-27,north
163500,2019-06-27,south
174000,2019-06-27,east
167100,2019-06-27,west
167100,2019-06-28,north
177000,2019-06-28,south
177300,2019-06-28,east
158100,2019-06-28,west
153300,2019-06-29,north
165000,2019-06-29,south
153600,2019-06-29,east
154800,2019-06-29,west
178500,2019-06-30,north
161400,2019-06-30,south
156900,2019-06-30,east
180000,2019-06-30,west
164400,2019-07-01,north
165900,2019-07-01,south
165900,2019-07-01,east
164400,2019-07-01,west
165600,2019-07-02,north
156600,2019-07-02,south
168600,2019-07-02,east
167700,2019-07-02,west
177000,2019-07-03,north
168900,2019-07-03,south
170400,2019-07-03,east
180000,2019-07-03,west
178200,2019-07-04,north
174600,2019-07-04,south
152700,2019-07-04,east
158100,2019-07-04,west
151800,2019-07-05,north
155400,2019-07-05,south
154800,2019-07-05,east
153300,2019-07-05,west
179100,2019-07-06,north
157800,2019-07-06,south
177900,2019-07-06,east
170400,2019-07-06,west
158700,2019-07-07,north
159300,2019-07-07,south
164400,2019-07-07,east
168000,2019-07-07,west
161400,2019-07-08,north
170400,2019-07-08,south
179700,2019-07-08,east
177000,2019-07-08,west
160500,2019-07-09,north
168600,2019-07-09,south
179400,2019-07-09,east
171300,2019-07-09,west
175500,2019-07-10,north
150000,2019-07-10,south
163200,2019-07-10,east
180000,2019-07-10,west
180000,2019-07-11,north
165000,2019-07-11,south
170400,2019-07-11,east
159000,2019-07-11,west
177900,2019-07-12,north
155400,2019-07-12,south
163500,2019-07-12,east
160800,2019-07-12,west
179100,2019-07-13,north
177900,2019-07-13,south
152700,2019-07-13,east
168900,2019-07-13,west
178200,2019-07-14,north
166200,2019-07-14,south
162000,2019-07-14,east
169200,2019-07-14,west
155100,2019-07-15,north
162000,2019-07-15,south
172500,2019-07-15,east
160200,2019-07-15,west
151800,2019-07-16,north
176100,2019-07-16,south
153900,2019-07-16,east
161400,2019-07-16,west
154800,2019-07-17,north
155100,2019-07-17,south
172200,2019-07-17,east
166200,2019-07-17,west
150900,2019-07-18,north
177300,2019-07-18,south
176700,2019-07-18,east
158100,2019-07-18,west
162600,2019-07-19,north
173400,2019-07-19,south
176100,2019-07-19,east
165900,2019-07-19,west
163800,2019-07-20,north
153900,2019-07-20,south
178200,2019-07-20,east
172800,2019-07-20,west
174600,2019-07-21,north
153600,2019-07-21,south
171900,2019-07-21,east
177300,2019-07-21,west
161100,2019-07-22,north
166500,2019-07-22,south
150600,2019-07-22,east
174600,2019-07-22,west
177000,2019-07-23,north
173400,2019-07-23,south
170700,2019-07-23,east
162000,2019-07-23,west
156900,2019-07-24,north
165600,2019-07-24,south
161700,2019-07-24,east
163800,2019-07-24,west
170100,2019-07-25,north
171300,2019-07-25,south
155700,2019-07-25,east
172500,2019-07-25,west
160500,2019-07-26,north
177000,2019-07-26,south
155700,2019-07-26,east
175500,2019-07-26,west
173700,2019-07-27,north
178500,2019-07-27,south
154500,2019-07-27,east
156000,2019-07-27,west
150900,2019-07-28,north
176100,2019-07-28,south
155100,2019-07-28,east
168300,2019-07-28,west
164400,2019-07-29,north
160800,2019-07-29,south
171900,2019-07-29,east
179400,2019-07-29,west
176400,2019-07-30,north
151200,2019-07-30,south
170100,2019-07-30,east
179700,2019-07-30,west
173400,2019-07-31,north
179100,2019-07-31,south
176100,2019-07-31,east
158700,2019-07-31,west
159600,2019-08-01,north
154200,2019-08-01,south
171000,2019-08-01,east
170100,2019-08-01,west
164700,2019-08-02,north
152400,2019-08-02,south
178200,2019-08-02,east
171600,2019-08-02,west
175200,2019-08-03,north
168600,2019-08-03,south
176400,2019-08-03,east
175500,2019-08-03,west
157800,2019-08-04,north
153900,2019-08-04,south
174300,2019-08-04,east
159600,2019-08-04,west
150600,2019-08-05,north
152700,2019-08-05,south
162600,2019-08-05,east
153000,2019-08-05,west
152100,2019-08-06,north
171300,2019-08-06,south
176100,2019-08-06,east
155700,2019-08-06,west
158400,2019-08-07,north
176400,2019-08-07,south
162300,2019-08-07,east
177600,2019-08-07,west
174900,2019-08-08,north
170700,2019-08-08,south
162900,2019-08-08,east
177300,2019-08-08,west
175800,2019-08-09,north
167100,2019-08-09,south
165900,2019-08-09,east
164100,2019-08-09,west
159600,2019-08-10,north
162600,2019-08-10,south
155700,2019-08-10,east
169500,2019-08-10,west
165900,2019-08-11,north
168000,2019-08-11,south
168300,2019-08-11,east
169200,2019-08-11,west
156900,2019-08-12,north
174000,2019-08-12,south
165000,2019-08-12,east
156900,2019-08-12,west
170100,2019-08-13,north
167700,2019-08-13,south
153300,2019-08-13,east
158700,2019-08-13,west
171300,2019-08-14,north
161100,2019-08-14,south
152400,2019-08-14,east
172500,2019-08-14,west
176100,2019-08-15,north
156900,2019-08-15,south
166800,2019-08-15,east
156300,2019-08-15,west
173400,2019-08-16,north
152400,2019-08-16,south
173100,2019-08-16,east
166500,2019-08-16,west
171000,2019-08-17,north
150900,2019-08-17,south
153900,2019-08-17,east
153300,2019-08-17,west
178500,2019-08-18,north
166500,2019-08-18,south
172200,2019-08-18,east
165900,2019-08-18,west
179100,2019-08-19,north
168000,2019-08-19,south
154200,2019-08-19,east
170100,2019-08-19,west
167100,2019-08-20,north
165600,2019-08-20,south
153600,2019-08-20,east
180000,2019-08-20,west
160500,2019-08-21,north
167100,2019-08-21,south
159000,2019-08-21,east
154500,2019-08-21,west
150000,2019-08-22,north
177900,2019-08-22,south
165600,2019-08-22,east
173100,2019-08-22,west
161400,2019-08-23,north
178200,2019-08-23,south
162900,2019-08-23,east
163500,2019-08-23,west
154800,2019-08-24,north
177600,2019-08-24,south
174300,2019-08-24,east
173700,2019-08-24,west
164400,2019-08-25,north
162600,2019-08-25,south
168000,2019-08-25,east
152400,2019-08-25,west
151500,2019-08-26,north
170400,2019-08-26,south
165300,2019-08-26,east
155400,2019-08-26,west
164400,2019-08-27,north
167400,2019-08-27,south
166500,2019-08-27,east
175500,2019-08-27,west
156600,2019-08-28,north
165900,2019-08-28,south
151500,2019-08-28,east
177900,2019-08-28,west
157200,2019-08-29,north
177000,2019-08-29,south
163200,2019-08-29,east
167700,2019-08-29,west
175500,2019-08-30,north
152700,2019-08-30,south
162300,2019-08-30,east
166800,2019-08-30,west
168300,2019-08-31,north
169800,2019-08-31,south
174900,2019-08-31,east
163200,2019-08-31,west
178500,2019-09-01,north
170700,2019-09-01,south
151800,2019-09-01,east
156300,2019-09-01,west
170100,2019-09-02,north
160500,2019-09-02,south
159600,2019-09-02,east
160500,2019-09-02,west
171600,2019-09-03,north
156900,2019-09-03,south
172500,2019-09-03,east
154200,2019-09-03,west
169200,2019-09-04,north
156000,2019-09-04,south
151500,2019-09-04,east
165300,2019-09-04,west
162900,2019-09-05,north
166800,2019-09-05,south
169800,2019-09-05,east
167700,2019-09-05,west
150300,2019-09-06,north
177600,2019-09-06,south
150900,2019-09-06,east
166500,2019-09-06,west
168300,2019-09-07,north
153000,2019-09-07,south
178200,2019-09-07,east
158400,2019-09-07,west
174300,2019-09-08,north
155100,2019-09-08,south
162000,2019-09-08,east
179100,2019-09-08,west
167400,2019-09-09,north
179700,2019-09-09,south
177300,2019-09-09,east
159600,2019-09-09,west
161700,2019-09-10,north
176400,2019-09-10,south
163200,2019-09-10,east
150600,2019-09-10,west
153300,2019-09-11,north
167700,2019-09-11,south
